	city	color	doors	prise	daytime	neighborhood	car_age	found
4869	Novosibirsk	red	5+	1000-2000k	afternoon	bad	3	found
4870	Moscow	black	4	500-700k	morning	bad	5+	found
4871	Saint Petersburg	white	5+	150-200k	afternoon	bad	2	not found
4872	Saint Petersburg	grey	4	200-300k	morning	mixed	4	not found
4873	Yekaterinburg	blue	4	300-500k	night	bad	3	not found
4874	Samara	red	4	500-700k	evening	good	2	not found
4875	Novosibirsk	blue	5+	200-300k	evening	good	4	found
4876	Novosibirsk	black	4	150-200k	afternoon	bad	4	not found
4877	Kazan	grey	5+	2000k+	evening	mixed	4	not found
4878	Samara	grey	4	300-500k	morning	good	5+	not found
4879	Chelyabinsk	blue	4	300-500k	evening	bad	1	not found
4880	Kazan	blue	2	700-1000k	morning	mixed	1	not found
4881	Saint Petersburg	blue	2	150-200k	night	bad	5+	not found
4882	Kazan	blue	2	1000-2000k	morning	mixed	4	found
4883	Moscow	black	2	700-1000k	night	mixed	5+	found
4884	Kazan	grey	4	1000-2000k	evening	good	1	not found
4885	Novosibirsk	black	5+	300-500k	morning	mixed	5+	not found
4886	Yekaterinburg	grey	4	700-1000k	afternoon	mixed	4	found
4887	Kazan	red	4	300-500k	morning	mixed	2	not found
4888	Kazan	grey	2	300-500k	night	good	3	found
4889	Chelyabinsk	white	2	1000-2000k	morning	bad	1	found
4890	Yekaterinburg	black	2	500-700k	afternoon	good	2	not found
4891	Novosibirsk	red	2	500-700k	morning	bad	3	found
4892	Kazan	grey	4	300-500k	night	bad	4	found
4893	Novosibirsk	white	5+	300-500k	evening	mixed	4	not found
4894	Kazan	red	4	2000k+	morning	good	5+	found
4895	Kazan	grey	5+	700-1000k	evening	bad	2	not found
4896	Chelyabinsk	red	2	700-1000k	afternoon	good	3	found
4897	Samara	red	5+	200-300k	afternoon	bad	5+	found
4898	Yekaterinburg	red	5+	300-500k	evening	bad	1	found
4899	Moscow	red	4	700-1000k	evening	bad	1	not found
4900	Samara	blue	2	1000-2000k	morning	bad	5+	not found
4901	Saint Petersburg	blue	2	200-300k	afternoon	good	4	found
4902	Chelyabinsk	blue	5+	2000k+	evening	mixed	2	found
4903	Samara	black	2	200-300k	morning	bad	4	not found
4904	Yekaterinburg	white	5+	2000k+	night	mixed	1	not found
4905	Novosibirsk	red	5+	200-300k	evening	good	4	found
4906	Yekaterinburg	blue	5+	700-1000k	morning	bad	5+	not found
4907	Yekaterinburg	red	4	2000k+	evening	bad	1	found
4908	Saint Petersburg	grey	4	150-200k	evening	bad	5+	not found
4909	Samara	red	5+	200-300k	evening	good	4	found
4910	Yekaterinburg	white	5+	200-300k	night	good	2	not found
4911	Novosibirsk	black	2	700-1000k	afternoon	mixed	3	not found
4912	Yekaterinburg	red	2	1000-2000k	afternoon	mixed	3	found
4913	Novosibirsk	red	2	150-200k	evening	bad	1	found
4914	Chelyabinsk	black	4	300-500k	afternoon	good	3	found
4915	Samara	black	2	150-200k	morning	bad	2	not found
4916	Novosibirsk	grey	4	150-200k	afternoon	bad	1	found
4917	Samara	red	5+	700-1000k	afternoon	bad	3	not found
4918	Novosibirsk	grey	5+	200-300k	night	good	1	found
4919	Samara	black	4	700-1000k	afternoon	bad	1	not found
4920	Saint Petersburg	white	4	2000k+	afternoon	good	4	found
4921	Kazan	red	5+	200-300k	night	bad	1	not found
4922	Saint Petersburg	black	2	2000k+	morning	mixed	3	found
4923	Samara	black	5+	1000-2000k	evening	bad	5+	found
4924	Saint Petersburg	white	2	200-300k	night	bad	5+	found
4925	Chelyabinsk	black	5+	200-300k	evening	bad	4	not found
4926	Yekaterinburg	grey	2	150-200k	evening	mixed	1	not found
4927	Moscow	red	4	150-200k	afternoon	bad	4	found
4928	Chelyabinsk	red	5+	1000-2000k	night	mixed	4	not found
4929	Samara	white	2	700-1000k	afternoon	bad	1	not found
4930	Yekaterinburg	blue	4	200-300k	afternoon	bad	1	found
4931	Kazan	black	2	150-200k	night	bad	5+	not found
4932	Saint Petersburg	blue	5+	150-200k	afternoon	good	5+	not found
4933	Novosibirsk	blue	5+	300-500k	night	bad	5+	found
4934	Samara	blue	4	300-500k	morning	bad	5+	not found
4935	Yekaterinburg	grey	2	2000k+	morning	bad	3	found
4936	Yekaterinburg	white	5+	150-200k	evening	bad	4	found
4937	Yekaterinburg	grey	2	1000-2000k	morning	good	3	not found
4938	Moscow	black	2	500-700k	morning	good	2	found
4939	Moscow	blue	4	300-500k	morning	bad	4	not found
4940	Chelyabinsk	grey	5+	2000k+	evening	good	4	found
4941	Saint Petersburg	red	5+	200-300k	afternoon	mixed	1	found
4942	Saint Petersburg	black	4	1000-2000k	evening	good	1	found
4943	Saint Petersburg	grey	2	2000k+	morning	mixed	1	found
4944	Chelyabinsk	grey	5+	700-1000k	night	mixed	5+	found
4945	Chelyabinsk	grey	2	1000-2000k	evening	mixed	4	not found
4946	Chelyabinsk	grey	2	700-1000k	afternoon	bad	1	found
4947	Samara	red	5+	2000k+	afternoon	mixed	4	found
4948	Samara	red	4	500-700k	morning	mixed	5+	found
4949	Yekaterinburg	black	5+	1000-2000k	morning	good	2	found
4950	Yekaterinburg	black	4	1000-2000k	morning	bad	4	found
4951	Moscow	white	2	150-200k	evening	bad	5+	not found
4952	Kazan	grey	4	2000k+	evening	bad	3	not found
4953	Yekaterinburg	blue	5+	500-700k	night	bad	1	not found
4954	Chelyabinsk	white	4	700-1000k	morning	mixed	5+	found
4955	Chelyabinsk	white	4	200-300k	morning	bad	1	not found
4956	Kazan	blue	5+	300-500k	night	bad	1	not found
4957	Yekaterinburg	blue	4	2000k+	morning	bad	1	not found
4958	Samara	black	2	300-500k	evening	mixed	1	not found
4959	Samara	grey	5+	150-200k	night	bad	1	found
4960	Chelyabinsk	white	2	300-500k	afternoon	good	3	not found
4961	Novosibirsk	black	5+	1000-2000k	afternoon	mixed	1	found
4962	Moscow	black	5+	300-500k	evening	bad	5+	found
4963	Chelyabinsk	red	5+	150-200k	evening	bad	2	not found
4964	Yekaterinburg	black	2	700-1000k	morning	bad	4	found
4965	Moscow	black	5+	2000k+	morning	bad	3	not found
4966	Chelyabinsk	blue	5+	700-1000k	night	bad	5+	not found
4967	Moscow	blue	4	300-500k	evening	bad	3	found
4968	Kazan	white	5+	150-200k	evening	good	3	found
4969	Moscow	white	5+	2000k+	afternoon	mixed	1	not found
4970	Yekaterinburg	red	5+	500-700k	evening	mixed	4	found
4971	Novosibirsk	red	4	150-200k	evening	bad	2	not found
4972	Chelyabinsk	black	2	1000-2000k	afternoon	bad	5+	not found
4973	Moscow	grey	2	150-200k	afternoon	good	2	found
4974	Chelyabinsk	red	5+	700-1000k	afternoon	bad	1	found
4975	Kazan	grey	5+	150-200k	evening	bad	4	not found
4976	Chelyabinsk	black	5+	1000-2000k	morning	good	3	not found
4977	Novosibirsk	black	5+	500-700k	night	bad	4	found
4978	Samara	red	2	1000-2000k	morning	good	2	not found
4979	Chelyabinsk	red	4	1000-2000k	evening	mixed	5+	not found
4980	Saint Petersburg	white	2	300-500k	afternoon	mixed	1	not found
4981	Samara	red	2	500-700k	morning	bad	2	found
4982	Saint Petersburg	grey	4	200-300k	night	bad	5+	found
4983	Saint Petersburg	red	2	1000-2000k	night	bad	2	found
4984	Novosibirsk	red	4	700-1000k	night	bad	4	found
4985	Novosibirsk	grey	4	300-500k	night	bad	1	not found
4986	Chelyabinsk	black	2	300-500k	afternoon	bad	2	found
4987	Saint Petersburg	red	5+	1000-2000k	evening	bad	3	found
4988	Moscow	grey	5+	300-500k	evening	mixed	1	not found
4989	Kazan	black	2	2000k+	night	good	4	not found
4990	Kazan	red	2	500-700k	afternoon	mixed	1	found
4991	Kazan	grey	2	150-200k	night	bad	3	found
4992	Kazan	white	4	2000k+	night	bad	5+	found
4993	Kazan	grey	4	300-500k	afternoon	bad	4	not found
4994	Kazan	white	4	200-300k	night	bad	5+	found
4995	Moscow	grey	5+	2000k+	evening	mixed	3	found
4996	Samara	black	4	500-700k	night	bad	3	found
4997	Novosibirsk	red	2	500-700k	afternoon	bad	5+	not found
4998	Novosibirsk	grey	4	150-200k	afternoon	bad	4	not found
4999	Chelyabinsk	red	5+	200-300k	night	bad	4	found
5000	Samara	red	4	700-1000k	night	bad	2	not found
5001	Moscow	blue	2	300-500k	afternoon	mixed	4	not found
5002	Kazan	grey	5+	500-700k	morning	bad	5+	found
5003	Moscow	red	2	150-200k	morning	bad	4	not found
5004	Saint Petersburg	blue	4	700-1000k	morning	bad	1	not found
5005	Samara	blue	4	300-500k	morning	bad	1	not found
5006	Yekaterinburg	blue	4	300-500k	afternoon	good	1	found
5007	Yekaterinburg	black	5+	300-500k	evening	mixed	4	found
5008	Moscow	grey	4	150-200k	afternoon	bad	3	not found
5009	Kazan	red	2	500-700k	afternoon	good	4	found
5010	Yekaterinburg	grey	4	700-1000k	afternoon	good	4	found
5011	Yekaterinburg	white	5+	500-700k	afternoon	mixed	2	found
5012	Moscow	blue	5+	300-500k	evening	good	2	not found
5013	Moscow	black	4	200-300k	afternoon	mixed	5+	found
5014	Moscow	grey	5+	1000-2000k	night	bad	3	not found
5015	Samara	black	5+	300-500k	morning	bad	2	not found
5016	Chelyabinsk	white	5+	150-200k	afternoon	good	5+	found
5017	Novosibirsk	red	2	200-300k	morning	bad	2	found
5018	Moscow	blue	2	500-700k	afternoon	mixed	1	not found
5019	Chelyabinsk	white	5+	1000-2000k	evening	bad	1	not found
5020	Samara	grey	2	300-500k	morning	bad	2	found
5021	Yekaterinburg	blue	5+	200-300k	night	mixed	4	not found
5022	Yekaterinburg	black	5+	2000k+	evening	bad	2	found
5023	Kazan	white	5+	700-1000k	afternoon	good	4	found
5024	Kazan	white	2	500-700k	evening	mixed	1	found
5025	Moscow	white	5+	200-300k	afternoon	bad	5+	found
5026	Saint Petersburg	white	2	1000-2000k	evening	bad	3	found
5027	Yekaterinburg	blue	2	2000k+	afternoon	mixed	5+	not found
5028	Yekaterinburg	black	4	1000-2000k	evening	bad	5+	found
5029	Samara	white	2	300-500k	afternoon	bad	3	not found
5030	Moscow	red	4	700-1000k	evening	mixed	1	not found
5031	Kazan	red	2	500-700k	night	good	3	not found
5032	Novosibirsk	white	5+	150-200k	evening	bad	3	not found
5033	Chelyabinsk	black	2	150-200k	evening	bad	1	not found
5034	Samara	black	2	2000k+	evening	mixed	4	not found
5035	Samara	black	2	500-700k	evening	bad	1	found
5036	Moscow	black	4	1000-2000k	night	bad	3	found
5037	Samara	black	5+	2000k+	evening	bad	2	not found
5038	Saint Petersburg	grey	4	2000k+	afternoon	mixed	4	found
5039	Samara	black	5+	1000-2000k	morning	bad	2	found
5040	Saint Petersburg	white	2	150-200k	morning	good	1	not found
5041	Saint Petersburg	blue	2	200-300k	evening	bad	3	not found
5042	Moscow	blue	2	500-700k	night	bad	2	found
5043	Yekaterinburg	white	4	500-700k	morning	good	1	found
5044	Kazan	grey	4	2000k+	evening	bad	2	not found
5045	Moscow	blue	5+	300-500k	morning	bad	4	found
5046	Samara	white	4	700-1000k	night	bad	2	not found
5047	Moscow	grey	2	300-500k	morning	bad	5+	not found
5048	Novosibirsk	grey	5+	700-1000k	morning	mixed	3	found
5049	Kazan	red	5+	200-300k	evening	mixed	5+	found
5050	Moscow	white	5+	700-1000k	morning	mixed	2	not found
5051	Novosibirsk	blue	4	700-1000k	morning	mixed	1	not found
5052	Saint Petersburg	red	4	2000k+	morning	mixed	3	found
5053	Moscow	white	5+	300-500k	night	good	4	found
5054	Chelyabinsk	blue	5+	1000-2000k	evening	bad	3	found
5055	Kazan	black	2	150-200k	morning	bad	2	found
5056	Chelyabinsk	grey	5+	200-300k	night	bad	1	found
5057	Novosibirsk	black	2	1000-2000k	evening	mixed	3	found
5058	Novosibirsk	black	5+	1000-2000k	afternoon	mixed	3	found
5059	Moscow	black	5+	300-500k	evening	good	2	found
5060	Samara	black	5+	300-500k	evening	good	3	found
5061	Samara	blue	4	200-300k	afternoon	bad	5+	not found
5062	Moscow	black	2	150-200k	afternoon	bad	4	found
5063	Saint Petersburg	red	5+	200-300k	morning	bad	5+	not found
5064	Samara	blue	5+	500-700k	afternoon	bad	1	found
5065	Yekaterinburg	blue	2	150-200k	afternoon	good	4	not found
5066	Chelyabinsk	white	5+	300-500k	afternoon	good	2	found
5067	Moscow	red	2	300-500k	evening	bad	1	not found
5068	Novosibirsk	red	5+	200-300k	evening	bad	1	not found
5069	Kazan	black	4	700-1000k	morning	bad	1	not found
5070	Yekaterinburg	black	5+	500-700k	afternoon	mixed	1	found
5071	Chelyabinsk	grey	2	2000k+	afternoon	mixed	1	not found
5072	Kazan	red	2	200-300k	afternoon	good	1	found
5073	Chelyabinsk	grey	4	700-1000k	evening	good	4	found
5074	Samara	grey	2	700-1000k	night	bad	5+	not found
5075	Moscow	red	4	1000-2000k	morning	good	1	found
5076	Chelyabinsk	blue	5+	200-300k	night	good	4	found
5077	Saint Petersburg	grey	5+	300-500k	morning	good	5+	found
5078	Kazan	red	5+	500-700k	evening	good	4	not found
5079	Saint Petersburg	red	2	300-500k	evening	bad	1	found
5080	Kazan	black	4	700-1000k	night	bad	2	found
5081	Yekaterinburg	blue	4	200-300k	morning	mixed	1	found
5082	Moscow	black	2	500-700k	evening	bad	4	not found
5083	Saint Petersburg	grey	5+	300-500k	night	bad	5+	not found
5084	Moscow	white	4	2000k+	afternoon	bad	1	found
5085	Chelyabinsk	black	5+	150-200k	night	bad	3	found
5086	Novosibirsk	red	2	200-300k	night	mixed	1	not found
5087	Chelyabinsk	white	4	200-300k	afternoon	mixed	3	not found
5088	Samara	blue	5+	500-700k	morning	good	4	not found
5089	Yekaterinburg	red	2	150-200k	afternoon	good	4	found
5090	Moscow	blue	4	200-300k	afternoon	mixed	4	found
5091	Yekaterinburg	grey	4	2000k+	evening	good	4	not found
5092	Novosibirsk	black	4	700-1000k	afternoon	good	5+	not found
5093	Moscow	white	5+	300-500k	evening	good	2	not found
5094	Novosibirsk	blue	2	500-700k	night	bad	5+	found
5095	Kazan	grey	2	200-300k	morning	good	5+	not found
5096	Samara	blue	5+	700-1000k	morning	good	5+	not found
5097	Chelyabinsk	blue	5+	150-200k	afternoon	bad	4	not found
5098	Moscow	blue	4	1000-2000k	afternoon	bad	3	found
5099	Yekaterinburg	white	2	2000k+	evening	bad	4	not found
5100	Samara	white	2	200-300k	morning	mixed	2	not found
5101	Saint Petersburg	grey	2	300-500k	evening	bad	5+	found
5102	Kazan	black	2	700-1000k	morning	bad	2	not found
5103	Moscow	grey	5+	2000k+	morning	mixed	4	not found
5104	Yekaterinburg	blue	2	300-500k	night	bad	3	not found
5105	Chelyabinsk	grey	2	2000k+	morning	bad	4	found
5106	Kazan	black	2	200-300k	afternoon	bad	5+	not found
5107	Moscow	white	5+	150-200k	morning	bad	1	not found
5108	Saint Petersburg	grey	5+	1000-2000k	evening	mixed	2	found
5109	Samara	black	5+	2000k+	morning	bad	2	not found
5110	Saint Petersburg	white	4	500-700k	night	mixed	5+	found
5111	Novosibirsk	blue	5+	1000-2000k	afternoon	good	3	found
5112	Novosibirsk	grey	4	300-500k	morning	bad	4	not found
5113	Saint Petersburg	grey	2	700-1000k	afternoon	mixed	3	found
5114	Samara	grey	4	2000k+	night	good	5+	found
5115	Yekaterinburg	black	5+	500-700k	morning	bad	4	not found
5116	Samara	red	2	2000k+	morning	bad	4	found
5117	Saint Petersburg	grey	5+	700-1000k	night	bad	5+	not found
5118	Kazan	black	5+	700-1000k	afternoon	bad	4	not found
5119	Kazan	black	4	700-1000k	night	mixed	3	not found
5120	Yekaterinburg	blue	5+	300-500k	afternoon	bad	5+	not found
5121	Novosibirsk	red	4	150-200k	night	bad	2	not found
5122	Chelyabinsk	grey	2	200-300k	morning	mixed	2	not found
5123	Samara	red	4	500-700k	afternoon	mixed	1	found
5124	Yekaterinburg	black	5+	500-700k	evening	bad	1	found
5125	Saint Petersburg	grey	4	1000-2000k	evening	bad	3	not found
5126	Yekaterinburg	blue	5+	500-700k	night	good	2	found
5127	Chelyabinsk	red	5+	150-200k	night	mixed	1	found
5128	Yekaterinburg	blue	4	1000-2000k	night	good	3	not found
5129	Chelyabinsk	white	4	1000-2000k	afternoon	bad	1	not found
5130	Kazan	white	2	200-300k	morning	bad	2	found
5131	Chelyabinsk	black	4	150-200k	night	mixed	1	not found
5132	Kazan	grey	2	200-300k	evening	mixed	3	not found
5133	Kazan	red	5+	150-200k	night	good	2	not found
5134	Yekaterinburg	blue	4	1000-2000k	evening	bad	3	found
5135	Saint Petersburg	white	2	150-200k	night	good	1	not found
5136	Novosibirsk	white	4	300-500k	evening	bad	2	not found
5137	Samara	white	2	300-500k	morning	mixed	1	found
5138	Moscow	black	2	150-200k	afternoon	mixed	1	not found
5139	Samara	grey	2	1000-2000k	night	mixed	3	found
5140	Kazan	grey	4	2000k+	morning	bad	4	not found
5141	Yekaterinburg	red	4	1000-2000k	night	bad	2	not found
5142	Samara	red	4	2000k+	night	bad	1	found
5143	Moscow	red	2	1000-2000k	evening	bad	1	found
5144	Kazan	white	4	500-700k	night	bad	5+	found
5145	Saint Petersburg	white	5+	1000-2000k	night	good	1	found
5146	Chelyabinsk	black	2	300-500k	evening	good	3	found
5147	Samara	white	5+	300-500k	morning	mixed	3	found
5148	Kazan	white	2	200-300k	night	good	5+	found
5149	Novosibirsk	white	2	2000k+	evening	bad	4	not found
5150	Kazan	grey	2	200-300k	night	mixed	5+	found
5151	Chelyabinsk	blue	2	300-500k	evening	bad	2	not found
5152	Yekaterinburg	grey	2	1000-2000k	evening	good	4	found
5153	Chelyabinsk	red	4	500-700k	night	bad	4	not found
5154	Novosibirsk	red	5+	200-300k	night	bad	2	not found
5155	Saint Petersburg	white	5+	700-1000k	morning	mixed	5+	not found
5156	Yekaterinburg	grey	2	300-500k	afternoon	mixed	3	found
5157	Moscow	red	5+	300-500k	night	good	4	not found
5158	Saint Petersburg	grey	5+	150-200k	night	good	4	found
5159	Moscow	blue	2	200-300k	night	bad	3	found
5160	Samara	black	5+	500-700k	morning	mixed	4	found
5161	Yekaterinburg	white	4	500-700k	morning	bad	5+	found
5162	Chelyabinsk	black	5+	2000k+	afternoon	bad	3	not found
5163	Moscow	blue	5+	500-700k	morning	good	1	found
5164	Novosibirsk	blue	5+	200-300k	evening	bad	2	found
5165	Saint Petersburg	blue	4	1000-2000k	morning	mixed	5+	not found
5166	Yekaterinburg	black	4	1000-2000k	evening	bad	1	found
5167	Chelyabinsk	black	4	2000k+	night	bad	1	found
5168	Yekaterinburg	white	4	200-300k	evening	bad	1	found
5169	Saint Petersburg	red	2	500-700k	afternoon	bad	2	not found
5170	Samara	red	4	300-500k	afternoon	bad	5+	not found
5171	Saint Petersburg	red	4	150-200k	night	good	1	not found
5172	Saint Petersburg	black	2	1000-2000k	evening	mixed	3	not found
5173	Samara	blue	2	1000-2000k	afternoon	bad	3	found
5174	Moscow	black	2	150-200k	night	bad	2	not found
5175	Moscow	grey	5+	200-300k	evening	good	4	not found
5176	Moscow	red	5+	150-200k	night	mixed	4	found
5177	Samara	red	5+	150-200k	morning	mixed	4	found
5178	Moscow	black	5+	300-500k	night	bad	2	found
5179	Moscow	white	4	700-1000k	evening	bad	1	found
5180	Saint Petersburg	blue	5+	150-200k	morning	bad	5+	not found
5181	Kazan	black	2	150-200k	evening	mixed	1	not found
5182	Chelyabinsk	grey	4	1000-2000k	morning	good	5+	not found
5183	Saint Petersburg	black	5+	1000-2000k	morning	mixed	3	not found
5184	Yekaterinburg	red	5+	500-700k	afternoon	bad	2	found
5185	Yekaterinburg	blue	5+	150-200k	afternoon	bad	3	found
5186	Yekaterinburg	white	5+	2000k+	evening	bad	4	not found
5187	Yekaterinburg	red	2	700-1000k	afternoon	mixed	4	not found
5188	Yekaterinburg	black	2	1000-2000k	evening	mixed	5+	not found
5189	Samara	black	4	700-1000k	night	bad	3	not found
5190	Chelyabinsk	white	5+	300-500k	night	bad	1	not found
5191	Kazan	white	2	150-200k	evening	good	4	found
5192	Yekaterinburg	blue	2	1000-2000k	afternoon	mixed	5+	not found
5193	Saint Petersburg	white	5+	2000k+	night	bad	4	not found
5194	Samara	white	2	200-300k	morning	bad	3	not found
5195	Samara	blue	2	150-200k	evening	bad	1	found
5196	Saint Petersburg	grey	2	1000-2000k	evening	bad	1	found
5197	Samara	white	4	300-500k	afternoon	bad	1	found
5198	Moscow	black	5+	700-1000k	evening	bad	2	not found
5199	Yekaterinburg	black	5+	2000k+	afternoon	bad	2	not found
5200	Moscow	grey	2	2000k+	afternoon	bad	4	not found
5201	Saint Petersburg	black	2	300-500k	evening	bad	4	found
5202	Moscow	white	5+	300-500k	night	mixed	2	not found
5203	Novosibirsk	white	5+	500-700k	evening	good	4	found
5204	Chelyabinsk	red	5+	1000-2000k	evening	bad	1	found
5205	Yekaterinburg	red	2	300-500k	night	good	2	not found
5206	Samara	grey	4	1000-2000k	morning	mixed	5+	found
5207	Novosibirsk	blue	4	150-200k	morning	good	5+	not found
5208	Novosibirsk	blue	4	150-200k	night	good	5+	not found
5209	Samara	blue	5+	500-700k	morning	bad	2	not found
5210	Yekaterinburg	black	2	200-300k	morning	bad	5+	found
5211	Kazan	blue	5+	700-1000k	evening	bad	4	not found
5212	Kazan	black	2	300-500k	morning	bad	4	not found
5213	Saint Petersburg	red	5+	200-300k	evening	good	2	not found
5214	Saint Petersburg	black	4	1000-2000k	morning	bad	1	found
5215	Yekaterinburg	grey	2	150-200k	afternoon	bad	5+	found
5216	Samara	grey	5+	300-500k	evening	mixed	3	not found
5217	Moscow	red	2	300-500k	evening	good	1	found
5218	Moscow	black	5+	300-500k	morning	bad	5+	not found
5219	Moscow	red	4	150-200k	night	bad	3	found
5220	Novosibirsk	white	4	500-700k	afternoon	good	1	not found
5221	Samara	white	4	200-300k	night	bad	2	found
5222	Samara	grey	4	1000-2000k	afternoon	mixed	1	found
5223	Kazan	red	4	300-500k	evening	bad	3	not found
5224	Chelyabinsk	blue	2	150-200k	night	bad	3	found
5225	Moscow	blue	2	700-1000k	night	bad	2	found
5226	Novosibirsk	white	2	500-700k	night	good	5+	not found
5227	Samara	white	2	700-1000k	evening	mixed	3	not found
5228	Moscow	blue	4	500-700k	afternoon	good	3	found
5229	Novosibirsk	grey	4	2000k+	afternoon	mixed	1	found
5230	Kazan	white	2	200-300k	morning	mixed	1	found
5231	Chelyabinsk	grey	4	700-1000k	afternoon	good	1	not found
5232	Chelyabinsk	blue	2	700-1000k	night	mixed	4	found
5233	Novosibirsk	grey	5+	2000k+	evening	good	2	not found
5234	Samara	grey	2	700-1000k	evening	bad	1	found
5235	Yekaterinburg	grey	5+	700-1000k	night	bad	2	not found
5236	Chelyabinsk	grey	5+	300-500k	evening	good	2	found
5237	Kazan	black	5+	200-300k	afternoon	bad	3	not found
5238	Yekaterinburg	blue	4	150-200k	night	good	5+	not found
5239	Chelyabinsk	white	5+	1000-2000k	afternoon	bad	1	not found
5240	Novosibirsk	blue	5+	700-1000k	afternoon	bad	2	found
5241	Moscow	white	4	1000-2000k	afternoon	bad	5+	found
5242	Saint Petersburg	blue	4	200-300k	night	bad	5+	found
5243	Novosibirsk	grey	5+	700-1000k	afternoon	bad	3	found
5244	Moscow	grey	2	1000-2000k	evening	mixed	1	not found
5245	Samara	grey	5+	1000-2000k	evening	good	2	not found
5246	Saint Petersburg	red	5+	2000k+	afternoon	mixed	1	found
5247	Novosibirsk	white	5+	150-200k	evening	mixed	4	not found
5248	Kazan	black	4	200-300k	afternoon	good	5+	not found
5249	Yekaterinburg	blue	4	150-200k	evening	mixed	5+	not found
5250	Moscow	red	4	1000-2000k	night	good	1	found
5251	Moscow	black	5+	2000k+	afternoon	mixed	5+	not found
5252	Saint Petersburg	white	2	700-1000k	afternoon	good	4	not found
5253	Saint Petersburg	white	5+	700-1000k	night	bad	2	not found
5254	Yekaterinburg	grey	4	300-500k	morning	mixed	1	found
5255	Saint Petersburg	white	2	1000-2000k	night	bad	1	not found
5256	Saint Petersburg	white	2	150-200k	afternoon	bad	3	not found
5257	Chelyabinsk	black	4	300-500k	evening	bad	2	not found
5258	Saint Petersburg	black	2	2000k+	morning	mixed	3	not found
5259	Saint Petersburg	red	2	500-700k	evening	good	2	found
5260	Moscow	black	2	500-700k	night	bad	5+	not found
5261	Saint Petersburg	white	5+	300-500k	evening	bad	4	not found
5262	Chelyabinsk	grey	2	150-200k	morning	bad	3	not found
5263	Yekaterinburg	black	2	700-1000k	afternoon	bad	5+	not found
5264	Kazan	blue	2	1000-2000k	evening	bad	5+	not found
5265	Novosibirsk	white	2	500-700k	night	bad	5+	not found
5266	Moscow	blue	4	150-200k	night	mixed	1	found
5267	Kazan	grey	4	700-1000k	afternoon	mixed	3	found
5268	Saint Petersburg	grey	2	150-200k	evening	bad	4	found
5269	Yekaterinburg	grey	4	2000k+	evening	bad	1	found
5270	Moscow	white	5+	500-700k	evening	mixed	1	not found
5271	Novosibirsk	white	4	300-500k	evening	good	2	found
5272	Chelyabinsk	black	2	500-700k	morning	mixed	4	found
5273	Chelyabinsk	red	4	300-500k	evening	mixed	3	not found
5274	Yekaterinburg	red	2	2000k+	morning	mixed	3	found
5275	Novosibirsk	blue	2	300-500k	morning	bad	2	not found
5276	Chelyabinsk	blue	5+	150-200k	evening	mixed	1	found
5277	Novosibirsk	white	4	1000-2000k	evening	bad	3	not found
5278	Novosibirsk	red	5+	300-500k	evening	bad	2	found
5279	Saint Petersburg	white	2	200-300k	morning	mixed	2	found
5280	Kazan	black	4	300-500k	morning	bad	5+	not found
5281	Chelyabinsk	white	5+	700-1000k	night	good	1	found
5282	Yekaterinburg	white	5+	2000k+	evening	bad	2	found
5283	Samara	grey	4	300-500k	evening	bad	4	found
5284	Saint Petersburg	blue	2	200-300k	evening	good	5+	not found
5285	Moscow	white	4	300-500k	night	good	2	not found
5286	Chelyabinsk	white	4	200-300k	evening	bad	4	not found
5287	Yekaterinburg	red	5+	1000-2000k	afternoon	good	3	found
5288	Chelyabinsk	white	5+	300-500k	night	bad	2	not found
5289	Yekaterinburg	red	2	700-1000k	afternoon	bad	2	not found
5290	Samara	grey	5+	300-500k	morning	bad	1	not found
5291	Kazan	white	4	150-200k	afternoon	good	3	not found
5292	Samara	grey	2	500-700k	evening	bad	5+	found
5293	Samara	blue	5+	500-700k	night	good	2	not found
5294	Kazan	white	5+	300-500k	afternoon	bad	4	found
5295	Samara	grey	2	2000k+	night	good	4	found
5296	Yekaterinburg	blue	2	150-200k	evening	bad	3	not found
5297	Kazan	grey	2	150-200k	afternoon	bad	5+	not found
5298	Chelyabinsk	white	2	150-200k	afternoon	bad	1	not found
5299	Chelyabinsk	red	2	200-300k	morning	good	5+	not found
5300	Chelyabinsk	red	4	1000-2000k	night	mixed	1	found
5301	Samara	blue	2	2000k+	morning	mixed	2	not found
5302	Moscow	blue	4	500-700k	evening	bad	1	found
5303	Yekaterinburg	white	4	1000-2000k	afternoon	good	5+	found
5304	Yekaterinburg	black	4	300-500k	night	good	4	not found
5305	Chelyabinsk	blue	4	300-500k	morning	mixed	1	not found
5306	Chelyabinsk	white	5+	200-300k	night	bad	4	not found
5307	Samara	black	5+	150-200k	afternoon	good	5+	found
5308	Novosibirsk	grey	2	700-1000k	evening	bad	3	not found
5309	Kazan	white	4	150-200k	night	bad	4	not found
5310	Kazan	blue	4	700-1000k	morning	bad	4	not found
5311	Yekaterinburg	red	5+	700-1000k	morning	good	4	found
5312	Chelyabinsk	black	5+	150-200k	morning	good	5+	not found
5313	Yekaterinburg	black	5+	500-700k	evening	bad	2	not found
5314	Yekaterinburg	grey	2	300-500k	evening	bad	1	found
5315	Novosibirsk	white	5+	300-500k	night	good	4	not found
5316	Yekaterinburg	red	2	500-700k	morning	bad	5+	not found
